comboId,docId,annotId,annotType,annotSpan,subSpanType,linkId,linkSpan,subSpan,unit,unitEncoded,misc
S0006322312001096-1202_T105-10,S0006322312001096-1202,T105-10,Qualifier,"[750, 775]",Qualifies,T85-10,"[686, 697]","[775, 775]",,,
S0006322312001096-1202_T16-11,S0006322312001096-1202,T16-11,Quantity,"[727, 730]",,,,,%,[110],
S0006322312001096-1202_T96-11,S0006322312001096-1202,T96-11,MeasuredProperty,"[702, 713]",HasQuantity,T16-11,"[727, 730]","[730, 730]",,,
S0006322312001096-1202_T2-11,S0006322312001096-1202,T2-11,MeasuredEntity,"[784, 816]",HasProperty,T96-11,"[702, 713]","[816, 816]",,,
S0006322312001096-1202_T106-11,S0006322312001096-1202,T106-11,Qualifier,"[750, 775]",Qualifies,T96-11,"[702, 713]","[775, 775]",,,
S0006322312001096-1205_T11-1,S0006322312001096-1205,T11-1,Quantity,"[102, 114]",,,,,days,[1552],
S0006322312001096-1205_T2-1,S0006322312001096-1205,T2-1,MeasuredProperty,"[74, 94]",HasQuantity,T11-1,"[102, 114]","[114, 114]",,,
S0006322312001096-1205_T1-1,S0006322312001096-1205,T1-1,MeasuredEntity,"[33, 45]",HasProperty,T2-1,"[74, 94]","[94, 94]",,,
S0006322312001096-1221_T21-1,S0006322312001096-1221,T21-1,Quantity,"[279, 282]",,,,,%,[110],
S0006322312001096-1221_T51-1,S0006322312001096-1221,T51-1,MeasuredEntity,"[283, 303]",HasQuantity,T21-1,"[279, 282]","[303, 303]",,,
S0006322312001096-1221_T12-2,S0006322312001096-1221,T12-2,Quantity,"[308, 311]",,,,,%,[110],
S0006322312001096-1221_T62-2,S0006322312001096-1221,T62-2,MeasuredProperty,"[312, 329]",HasQuantity,T12-2,"[308, 311]","[329, 329]",,,
S0006322312001096-1221_T1-2,S0006322312001096-1221,T1-2,MeasuredEntity,"[333, 343]",HasProperty,T62-2,"[312, 329]","[343, 343]",,,
S0006322312001096-1221_T43-3,S0006322312001096-1221,T43-3,Quantity,"[438, 441]",,,,,%,[110],
S0006322312001096-1221_T93-3,S0006322312001096-1221,T93-3,MeasuredEntity,"[442, 447]",HasQuantity,T43-3,"[438, 441]","[447, 447]",,,
S0006322312001096-1221_T1-4,S0006322312001096-1221,T1-4,Quantity,"[475, 478]",,,,,,,
S0006322312001096-1221_T2-4,S0006322312001096-1221,T2-4,MeasuredEntity,"[453, 471]",HasQuantity,T1-4,"[475, 478]","[478, 478]",,,
S0006322312001096-1221_T2-5,S0006322312001096-1221,T2-5,Quantity,"[497, 501]",,,,,,,
S0006322312001096-1221_T1-5,S0006322312001096-1221,T1-5,MeasuredProperty,"[483, 493]",HasQuantity,T2-5,"[497, 501]","[501, 501]",,,
S0006322312001096-1221_T3-5,S0006322312001096-1221,T3-5,MeasuredEntity,"[508, 553]",HasProperty,T1-5,"[483, 493]","[553, 553]",,,
S0006322312001096-1221_T34-6,S0006322312001096-1221,T34-6,Quantity,"[508, 511]",,,,,%,[110],
S0006322312001096-1221_T74-6,S0006322312001096-1221,T74-6,MeasuredProperty,"[512, 520]",HasQuantity,T34-6,"[508, 511]","[520, 520]",,,
S0006322312001096-1221_T84-6,S0006322312001096-1221,T84-6,MeasuredEntity,"[528, 553]",HasProperty,T74-6,"[512, 520]","[553, 553]",,,
S0006322312001096-1221_T1-7,S0006322312001096-1221,T1-7,Quantity,"[662, 666]",,,,,,,
S0006322312001096-1221_T2-7,S0006322312001096-1221,T2-7,MeasuredProperty,"[645, 656]",HasQuantity,T1-7,"[662, 666]","[666, 666]",,,
S0006322312001096-1221_T3-7,S0006322312001096-1221,T3-7,MeasuredEntity,"[559, 595]",HasProperty,T2-7,"[645, 656]","[656, 656]",,,
S0006322312001096-1221_T3-8,S0006322312001096-1221,T3-8,Quantity,"[671, 675]",,,,,,,
S0006322312001096-1221_T2-8,S0006322312001096-1221,T2-8,MeasuredProperty,"[645, 656]",HasQuantity,T3-8,"[671, 675]","[675, 675]",,,
S0006322312001096-1221_T1-8,S0006322312001096-1221,T1-8,MeasuredEntity,"[600, 625]",HasProperty,T2-8,"[645, 656]","[656, 656]",,,
S0006322312001096-1230_T211-1,S0006322312001096-1230,T211-1,Quantity,"[324, 330]",,,,,year,[1214],
S0006322312001096-1230_T221-1,S0006322312001096-1230,T221-1,MeasuredEntity,"[331, 342]",HasQuantity,T211-1,"[324, 330]","[342, 342]",,,
S0006322312001096-1230_T32-2,S0006322312001096-1230,T32-2,Quantity,"[344, 349]",,,,,%,[110],
S0006322312001096-1230_T92-2,S0006322312001096-1230,T92-2,MeasuredProperty,"[387, 410]",HasQuantity,T32-2,"[344, 349]","[410, 410]",,,
S0006322312001096-1230_T82-2,S0006322312001096-1230,T82-2,MeasuredEntity,"[353, 386]",HasProperty,T92-2,"[387, 410]","[410, 410]",,,
S0006322312001096-1230_T13-3,S0006322312001096-1230,T13-3,Quantity,"[412, 416]",,,,,%,[110],
S0006322312001096-1230_T113-3,S0006322312001096-1230,T113-3,MeasuredProperty,"[460, 490]",HasQuantity,T13-3,"[412, 416]","[490, 490]",,,
S0006322312001096-1230_T103-3,S0006322312001096-1230,T103-3,MeasuredEntity,"[420, 459]",HasProperty,T113-3,"[460, 490]","[490, 490]",,,
S0006322312001096-1230_T24-4,S0006322312001096-1230,T24-4,Quantity,"[496, 500]",,,,,%,[110],
S0006322312001096-1230_T134-4,S0006322312001096-1230,T134-4,MeasuredProperty,"[542, 565]",HasQuantity,T24-4,"[496, 500]","[565, 565]",,,
S0006322312001096-1230_T124-4,S0006322312001096-1230,T124-4,MeasuredEntity,"[504, 541]",HasProperty,T134-4,"[542, 565]","[565, 565]",,,
S0006322312001096-1230_T55-5,S0006322312001096-1230,T55-5,Quantity,"[597, 601]",,,,,%,[110],
S0006322312001096-1230_T155-5,S0006322312001096-1230,T155-5,MeasuredProperty,"[602, 632]",HasQuantity,T55-5,"[597, 601]","[632, 632]",,,
S0006322312001096-1230_T145-5,S0006322312001096-1230,T145-5,MeasuredEntity,"[574, 595]",HasProperty,T155-5,"[602, 632]","[632, 632]",,,
S0006322312001096-1230_T46-6,S0006322312001096-1230,T46-6,Quantity,"[669, 673]",,,,,%,[110],
S0006322312001096-1230_T156-6,S0006322312001096-1230,T156-6,MeasuredProperty,"[602, 632]",HasQuantity,T46-6,"[669, 673]","[673, 673]",,,
S0006322312001096-1230_T166-6,S0006322312001096-1230,T166-6,MeasuredEntity,"[678, 714]",HasProperty,T156-6,"[602, 632]","[714, 714]",,,
S0006322312001096-1230_T67-7,S0006322312001096-1230,T67-7,Quantity,"[751, 756]",,,,,%,[110],
S0006322312001096-1230_T187-7,S0006322312001096-1230,T187-7,MeasuredProperty,"[757, 791]",HasQuantity,T67-7,"[751, 756]","[791, 791]",,,
S0006322312001096-1230_T177-7,S0006322312001096-1230,T177-7,MeasuredEntity,"[719, 750]",HasProperty,T187-7,"[757, 791]","[791, 791]",,,
S0006322312001096-1230_T1-8,S0006322312001096-1230,T1-8,Quantity,"[828, 831]",,,,,,,
S0006322312001096-1230_T2-8,S0006322312001096-1230,T2-8,MeasuredProperty,"[824, 825]",HasQuantity,T1-8,"[828, 831]","[831, 831]",,,
S0006322312001096-1230_T3-8,S0006322312001096-1230,T3-8,MeasuredEntity,"[793, 823]",HasProperty,T2-8,"[824, 825]","[825, 825]",,,
S0006322312001096-1230_T1-9,S0006322312001096-1230,T1-9,Quantity,"[835, 841]",,,,,,,{'mods': ['IsRange']}
S0006322312001096-1230_T2-9,S0006322312001096-1230,T2-9,MeasuredProperty,"[833, 834]",HasQuantity,T1-9,"[835, 841]","[841, 841]",,,
S0006322312001096-1230_T3-9,S0006322312001096-1230,T3-9,MeasuredEntity,"[793, 823]",HasProperty,T2-9,"[833, 834]","[834, 834]",,,
S0006322312001096-1230_T78-10,S0006322312001096-1230,T78-10,Quantity,"[907, 912]",,,,,%,[110],
S0006322312001096-1230_T208-10,S0006322312001096-1230,T208-10,MeasuredProperty,"[913, 934]",HasQuantity,T78-10,"[907, 912]","[934, 934]",,,
S0006322312001096-1230_T198-10,S0006322312001096-1230,T198-10,MeasuredEntity,"[862, 905]",HasProperty,T208-10,"[913, 934]","[934, 934]",,,
S0006322312001096-1248_T11-1,S0006322312001096-1248,T11-1,Quantity,"[590, 593]",,,,,%,[110],
S0006322312001096-1248_T21-1,S0006322312001096-1248,T21-1,MeasuredEntity,"[594, 596]",HasQuantity,T11-1,"[590, 593]","[596, 596]",,,
S0006322312001096-1253_T11-1,S0006322312001096-1253,T11-1,Quantity,"[320, 328]",,,,,years,[1201],
S0006322312001096-1253_T2-1,S0006322312001096-1253,T2-1,MeasuredProperty,"[302, 316]",HasQuantity,T11-1,"[320, 328]","[328, 328]",,,
S0006322312001096-1253_T1-1,S0006322312001096-1253,T1-1,MeasuredEntity,"[263, 301]",HasProperty,T2-1,"[302, 316]","[316, 316]",,,
S0006322312001096-1260_T41-1,S0006322312001096-1260,T41-1,Quantity,"[233, 244]",,,,,,,{'mods': ['IsRange']}
S0006322312001096-1260_T1-1,S0006322312001096-1260,T1-1,MeasuredProperty,"[228, 232]",HasQuantity,T41-1,"[233, 244]","[244, 244]",,,
S0006322312001096-1260_T51-1,S0006322312001096-1260,T51-1,MeasuredEntity,"[221, 227]",HasProperty,T1-1,"[228, 232]","[232, 232]",,,
S0006322312001096-1260_T62-2,S0006322312001096-1260,T62-2,Quantity,"[403, 409]",,,,,year,[1214],
S0006322312001096-1260_T72-2,S0006322312001096-1260,T72-2,MeasuredProperty,"[410, 419]",HasQuantity,T62-2,"[403, 409]","[419, 419]",,,
S0006322312001096-1260_T82-2,S0006322312001096-1260,T82-2,MeasuredEntity,"[423, 451]",HasProperty,T72-2,"[410, 419]","[451, 451]",,,
S0006322312001096-1260_T13-3,S0006322312001096-1260,T13-3,Quantity,"[649, 660]",,,,,years,[1201],
S0006322312001096-1260_T33-3,S0006322312001096-1260,T33-3,MeasuredProperty,"[637, 648]",HasQuantity,T13-3,"[649, 660]","[660, 660]",,,
S0006322312001096-1260_T23-3,S0006322312001096-1260,T23-3,MeasuredEntity,"[624, 636]",HasProperty,T33-3,"[637, 648]","[648, 648]",,,
S0006322312001096-1260_T94-4,S0006322312001096-1260,T94-4,Quantity,"[667, 671]",,,,,,,{'mods': ['IsCount']}
S0006322312001096-1260_T104-4,S0006322312001096-1260,T104-4,MeasuredEntity,"[679, 713]",HasQuantity,T94-4,"[667, 671]","[713, 713]",,,
S0006322312001096-1260_T1-4,S0006322312001096-1260,T1-4,Qualifier,"[718, 751]",Qualifies,T104-4,"[679, 713]","[751, 751]",,,
S0006322312001096-1271_T1-1,S0006322312001096-1271,T1-1,Quantity,"[783, 807]",,,,,elderly participants,"[9808, 6635]",
S0006322312001096-1271_T3-1,S0006322312001096-1271,T3-1,MeasuredEntity,"[763, 779]",HasQuantity,T1-1,"[783, 807]","[807, 807]",,,
S0006322312001096-1271_T21-2,S0006322312001096-1271,T21-2,Quantity,"[978, 988]",,,,,%,[110],
S0006322312001096-1271_T31-2,S0006322312001096-1271,T31-2,MeasuredProperty,"[825, 852]",HasQuantity,T21-2,"[978, 988]","[988, 988]",,,
S0006322312001096-1271_T41-2,S0006322312001096-1271,T41-2,MeasuredEntity,"[856, 882]",HasProperty,T31-2,"[825, 852]","[882, 882]",,,
S0006322312001096-1271_T51-2,S0006322312001096-1271,T51-2,Qualifier,"[989, 1018]",Qualifies,T31-2,"[825, 852]","[1018, 1018]",,,
S0006322312001096-1271_T12-3,S0006322312001096-1271,T12-3,Quantity,"[1023, 1040]",,,,,%,[110],
S0006322312001096-1271_T32-3,S0006322312001096-1271,T32-3,MeasuredProperty,"[825, 852]",HasQuantity,T12-3,"[1023, 1040]","[1040, 1040]",,,
S0006322312001096-1271_T42-3,S0006322312001096-1271,T42-3,MeasuredEntity,"[856, 882]",HasProperty,T32-3,"[825, 852]","[882, 882]",,,
S0006322312001096-1271_T62-3,S0006322312001096-1271,T62-3,Qualifier,"[1041, 1057]",Qualifies,T32-3,"[825, 852]","[1057, 1057]",,,
S0006322312001096-1275_T11-1,S0006322312001096-1275,T11-1,Quantity,"[39, 55]",,,,,%,[110],
S0006322312001096-1275_T21-1,S0006322312001096-1275,T21-1,MeasuredProperty,"[15, 23]",HasQuantity,T11-1,"[39, 55]","[55, 55]",,,
S0006322312001096-1275_T31-1,S0006322312001096-1275,T31-1,MeasuredEntity,"[31, 37]",HasProperty,T21-1,"[15, 23]","[37, 37]",,,
S0006322312001096-1278_T2-1,S0006322312001096-1278,T2-1,Quantity,"[449, 451]",,,,,,,{'mods': ['IsRange']}
S0006322312001096-1278_T3-1,S0006322312001096-1278,T3-1,MeasuredProperty,"[442, 445]",HasQuantity,T2-1,"[449, 451]","[451, 451]",,,
S0006322312001096-1278_T1-1,S0006322312001096-1278,T1-1,MeasuredEntity,"[411, 430]",HasProperty,T3-1,"[442, 445]","[445, 445]",,,
S0006322312001096-1278_T4-1,S0006322312001096-1278,T4-1,Qualifier,"[431, 437]",Qualifies,T2-1,"[449, 451]","[451, 451]",,,
S0006322312001096-1278_T5-1,S0006322312001096-1278,T5-1,Qualifier,"[373, 405]",Qualifies,T1-1,"[411, 430]","[430, 430]",,,
S0006322312001096-1278_T11-2,S0006322312001096-1278,T11-2,Quantity,"[635, 643]",,,,,years,[1201],
S0006322312001096-1278_T4-2,S0006322312001096-1278,T4-2,MeasuredEntity,"[598, 617]",HasQuantity,T11-2,"[635, 643]","[643, 643]",,,
S0006322312001096-1278_T5-2,S0006322312001096-1278,T5-2,Qualifier,"[462, 594]",Qualifies,T4-2,"[598, 617]","[617, 617]",,,
S0006322312001096-626_T11-1,S0006322312001096-626,T11-1,Quantity,"[48, 51]",,,,,,,
S0006322312001096-626_T21-1,S0006322312001096-626,T21-1,MeasuredProperty,"[52, 60]",HasQuantity,T11-1,"[48, 51]","[60, 60]",,,
S0006322312001096-626_T31-1,S0006322312001096-626,T31-1,MeasuredEntity,"[20, 42]",HasProperty,T21-1,"[52, 60]","[60, 60]",,,
S0006322312001096-626_T1-2,S0006322312001096-626,T1-2,Quantity,"[127, 129]",,,,,,,{'mods': ['IsRange']}
S0006322312001096-626_T2-2,S0006322312001096-626,T2-2,MeasuredProperty,"[123, 126]",HasQuantity,T1-2,"[127, 129]","[129, 129]",,,
S0006322312001096-626_T4-2,S0006322312001096-626,T4-2,MeasuredEntity,"[86, 105]",HasProperty,T2-2,"[123, 126]","[126, 126]",,,
S0006322312001096-626_T3-2,S0006322312001096-626,T3-2,Qualifier,"[106, 122]",Qualifies,T2-2,"[123, 126]","[126, 126]",,,
S0012821X12004384-1148_T1-1,S0012821X12004384-1148,T1-1,Quantity,"[82, 88]",,,,,Ma,[7085],
S0012821X12004384-1148_T3-1,S0012821X12004384-1148,T3-1,MeasuredEntity,"[42, 80]",HasQuantity,T1-1,"[82, 88]","[88, 88]",,,
S0012821X12004384-1148_T1-2,S0012821X12004384-1148,T1-2,Quantity,"[286, 291]",,,,,°N,"[211, 2249]",
S0012821X12004384-1148_T3-2,S0012821X12004384-1148,T3-2,MeasuredProperty,"[272, 285]",HasQuantity,T1-2,"[286, 291]","[291, 291]",,,
S0012821X12004384-1148_T4-2,S0012821X12004384-1148,T4-2,MeasuredEntity,"[187, 270]",HasProperty,T3-2,"[272, 285]","[285, 285]",,,
S0012821X12004384-1148_T5-2,S0012821X12004384-1148,T5-2,Qualifier,"[293, 308]",Qualifies,T3-2,"[272, 285]","[308, 308]",,,
S0012821X12004384-1148_T11-3,S0012821X12004384-1148,T11-3,Quantity,"[937, 953]",,,,,yrs,"[194, 1733]",
S0012821X12004384-1148_T2-3,S0012821X12004384-1148,T2-3,MeasuredEntity,"[880, 931]",HasQuantity,T11-3,"[937, 953]","[953, 953]",,,
S0012821X12004384-1178_T1-1,S0012821X12004384-1178,T1-1,Quantity,"[100, 107]",,,,,Ma,[7085],
S0012821X12004384-1178_T3-1,S0012821X12004384-1178,T3-1,MeasuredEntity,"[4, 8]",HasQuantity,T1-1,"[100, 107]","[107, 107]",,,
S0012821X12004384-1178_T4-1,S0012821X12004384-1178,T4-1,Qualifier,"[108, 111]",Qualifies,T1-1,"[100, 107]","[111, 111]",,,
S0012821X12004384-1178_T11-2,S0012821X12004384-1178,T11-2,Quantity,"[177, 183]",,,,,°C,[5702],
S0012821X12004384-1178_T31-2,S0012821X12004384-1178,T31-2,MeasuredProperty,"[169, 173]",HasQuantity,T11-2,"[177, 183]","[183, 183]",,,
S0012821X12004384-1178_T21-2,S0012821X12004384-1178,T21-2,MeasuredEntity,"[144, 168]",HasProperty,T31-2,"[169, 173]","[173, 173]",,,
S0012821X12004384-1178_T41-2,S0012821X12004384-1178,T41-2,Qualifier,"[184, 206]",Qualifies,T31-2,"[169, 173]","[206, 206]",,,
S0012821X12004384-1178_T1-3,S0012821X12004384-1178,T1-3,Quantity,"[382, 393]",,,,,ka,[24181],
S0012821X12004384-1178_T4-3,S0012821X12004384-1178,T4-3,MeasuredProperty,"[276, 297]",HasQuantity,T1-3,"[382, 393]","[393, 393]",,,
S0012821X12004384-1178_T3-3,S0012821X12004384-1178,T3-3,MeasuredEntity,"[301, 321]",HasProperty,T4-3,"[276, 297]","[321, 321]",,,
S0012821X12004384-1178_T5-3,S0012821X12004384-1178,T5-3,Qualifier,"[322, 354]",Qualifies,T4-3,"[276, 297]","[354, 354]",,,
S0012821X12004384-1178_T1-4,S0012821X12004384-1178,T1-4,Quantity,"[464, 482]",,,,,‰,[796],
S0012821X12004384-1178_T3-4,S0012821X12004384-1178,T3-4,MeasuredProperty,"[424, 447]",HasQuantity,T1-4,"[464, 482]","[482, 482]",,,
S0012821X12004384-1178_T4-4,S0012821X12004384-1178,T4-4,MeasuredEntity,"[486, 518]",HasProperty,T3-4,"[424, 447]","[518, 518]",,,
S0012821X12004384-1178_T1-5,S0012821X12004384-1178,T1-5,Quantity,"[567, 573]",,,,,ka,[24181],
S0012821X12004384-1178_T4-5,S0012821X12004384-1178,T4-5,MeasuredProperty,"[559, 566]",HasQuantity,T1-5,"[567, 573]","[573, 573]",,,
S0012821X12004384-1178_T3-5,S0012821X12004384-1178,T3-5,MeasuredEntity,"[424, 463]",HasProperty,T4-5,"[559, 566]","[566, 566]",,,
S0012821X12004384-1178_T1-6,S0012821X12004384-1178,T1-6,Quantity,"[954, 959]",,,,,‰,[796],
S0012821X12004384-1178_T2-6,S0012821X12004384-1178,T2-6,MeasuredProperty,"[947, 951]",HasQuantity,T1-6,"[954, 959]","[959, 959]",,,
S0012821X12004384-1178_T4-6,S0012821X12004384-1178,T4-6,MeasuredEntity,"[902, 945]",HasProperty,T2-6,"[947, 951]","[951, 951]",,,
S0012821X12004384-1221_T11-1,S0012821X12004384-1221,T11-1,Quantity,"[662, 685]",,,,,m,[182],
S0012821X12004384-1221_T31-1,S0012821X12004384-1221,T31-1,MeasuredProperty,"[692, 697]",HasQuantity,T11-1,"[662, 685]","[697, 697]",,,
S0012821X12004384-1221_T21-1,S0012821X12004384-1221,T21-1,MeasuredEntity,"[686, 691]",HasProperty,T31-1,"[692, 697]","[697, 697]",,,
S0012821X12004384-1221_T42-2,S0012821X12004384-1221,T42-2,Quantity,"[1069, 1076]",,,,,km,[1557],
S0012821X12004384-1221_T62-2,S0012821X12004384-1221,T62-2,MeasuredProperty,"[1054, 1065]",HasQuantity,T42-2,"[1069, 1076]","[1076, 1076]",,,
S0012821X12004384-1221_T52-2,S0012821X12004384-1221,T52-2,MeasuredEntity,"[995, 1034]",HasProperty,T62-2,"[1054, 1065]","[1065, 1065]",,,
S0012821X12004384-1232_T11-1,S0012821X12004384-1232,T11-1,Quantity,"[28, 36]",,,,,km,[1557],
S0012821X12004384-1232_T51-1,S0012821X12004384-1232,T51-1,MeasuredProperty,"[22, 26]",HasQuantity,T11-1,"[28, 36]","[36, 36]",,,
S0012821X12004384-1232_T41-1,S0012821X12004384-1232,T41-1,MeasuredEntity,"[37, 62]",HasProperty,T51-1,"[22, 26]","[62, 62]",,,
S0012821X12004384-1232_T22-2,S0012821X12004384-1232,T22-2,Quantity,"[338, 344]",,,,,cm,[3975],
S0012821X12004384-1232_T72-2,S0012821X12004384-1232,T72-2,MeasuredProperty,"[301, 305]",HasQuantity,T22-2,"[338, 344]","[344, 344]",,,
S0012821X12004384-1232_T62-2,S0012821X12004384-1232,T62-2,MeasuredEntity,"[306, 326]",HasProperty,T72-2,"[301, 305]","[326, 326]",,,
S0012821X12004384-1232_T33-3,S0012821X12004384-1232,T33-3,Quantity,"[515, 536]",,,,,m,[182],
S0012821X12004384-1232_T83-3,S0012821X12004384-1232,T83-3,MeasuredProperty,"[507, 514]",HasQuantity,T33-3,"[515, 536]","[536, 536]",,,
S0012821X12004384-1232_T93-3,S0012821X12004384-1232,T93-3,MeasuredEntity,"[471, 476]",HasProperty,T83-3,"[507, 514]","[514, 514]",,,
S0012821X12004384-1249_T2-1,S0012821X12004384-1249,T2-1,Quantity,"[19, 45]",,,,,,,
S0012821X12004384-1249_T1-1,S0012821X12004384-1249,T1-1,MeasuredEntity,"[0, 17]",HasQuantity,T2-1,"[19, 45]","[45, 45]",,,
S0012821X12004384-1249_T11-2,S0012821X12004384-1249,T11-2,Quantity,"[502, 523]",,,,,m,[182],
S0012821X12004384-1249_T21-2,S0012821X12004384-1249,T21-2,MeasuredProperty,"[525, 535]",HasQuantity,T11-2,"[502, 523]","[535, 535]",,,
S0012821X12004384-1249_T41-2,S0012821X12004384-1249,T41-2,MeasuredEntity,"[456, 475]",HasProperty,T21-2,"[525, 535]","[535, 535]",,,
S0012821X12004384-1249_T32-3,S0012821X12004384-1249,T32-3,Quantity,"[698, 709]",,,,,m,[182],
S0012821X12004384-1249_T62-3,S0012821X12004384-1249,T62-3,MeasuredProperty,"[724, 748]",HasQuantity,T32-3,"[698, 709]","[748, 748]",,,
S0012821X12004384-1249_T52-3,S0012821X12004384-1249,T52-3,MeasuredEntity,"[710, 723]",HasProperty,T62-3,"[724, 748]","[748, 748]",,,
S0012821X12004384-1249_T93-4,S0012821X12004384-1249,T93-4,Quantity,"[797, 824]",,,,,mm,[2608],
S0012821X12004384-1249_T83-4,S0012821X12004384-1249,T83-4,MeasuredEntity,"[754, 796]",HasQuantity,T93-4,"[797, 824]","[824, 824]",,,
S0012821X12004384-1249_T1-5,S0012821X12004384-1249,T1-5,Quantity,"[974, 985]",,,,,horizons,"[11385, 1116]",
S0012821X12004384-1249_T3-5,S0012821X12004384-1249,T3-5,MeasuredEntity,"[1001, 1005]",HasQuantity,T1-5,"[974, 985]","[1005, 1005]",,,
S0012821X12004384-1249_T1-6,S0012821X12004384-1249,T1-6,Quantity,"[1010, 1039]",,,,,pairs per mm,"[7608, 1679, 2608]",
S0012821X12004384-1249_T3-6,S0012821X12004384-1249,T3-6,MeasuredEntity,"[950, 957]",HasQuantity,T1-6,"[1010, 1039]","[1039, 1039]",,,
S0012821X12004384-1265_T1-1,S0012821X12004384-1265,T1-1,Quantity,"[11, 13]",,,,,,,{'mods': ['IsCount']}
S0012821X12004384-1265_T2-1,S0012821X12004384-1265,T2-1,MeasuredEntity,"[14, 32]",HasQuantity,T1-1,"[11, 13]","[32, 32]",,,
S0012821X12004384-1265_T1-2,S0012821X12004384-1265,T1-2,Quantity,"[512, 519]",,,,,,,
S0012821X12004384-1265_T3-2,S0012821X12004384-1265,T3-2,MeasuredProperty,"[483, 506]",HasQuantity,T1-2,"[512, 519]","[519, 519]",,,
S0012821X12004384-1265_T2-2,S0012821X12004384-1265,T2-2,MeasuredEntity,"[527, 551]",HasProperty,T3-2,"[483, 506]","[551, 551]",,,
S0012821X12004384-1265_T11-3,S0012821X12004384-1265,T11-3,Quantity,"[594, 597]",,,,,g,[176],
S0012821X12004384-1265_T81-3,S0012821X12004384-1265,T81-3,MeasuredProperty,"[563, 577]",HasQuantity,T11-3,"[594, 597]","[597, 597]",,,
S0012821X12004384-1265_T91-3,S0012821X12004384-1265,T91-3,MeasuredEntity,"[601, 615]",HasProperty,T81-3,"[563, 577]","[615, 615]",,,
S0012821X12004384-1265_T22-4,S0012821X12004384-1265,T22-4,Quantity,"[689, 695]",,,,,g,[176],
S0012821X12004384-1265_T32-4,S0012821X12004384-1265,T32-4,MeasuredEntity,"[699, 713]",HasQuantity,T22-4,"[689, 695]","[713, 713]",,,
S0012821X12004384-1265_T53-5,S0012821X12004384-1265,T53-5,Quantity,"[1116, 1123]",,,,,μm,"[429, 1306]",
S0012821X12004384-1265_T113-5,S0012821X12004384-1265,T113-5,MeasuredProperty,"[1124, 1133]",HasQuantity,T53-5,"[1116, 1123]","[1133, 1133]",,,
S0012821X12004384-1265_T44-6,S0012821X12004384-1265,T44-6,Quantity,"[1192, 1196]",,,,,%,[110],
S0012821X12004384-1265_T2-6,S0012821X12004384-1265,T2-6,MeasuredProperty,"[1201, 1231]",HasQuantity,T44-6,"[1192, 1196]","[1231, 1231]",,,
S0012821X12004384-1265_T1-6,S0012821X12004384-1265,T1-6,MeasuredEntity,"[1116, 1133]",HasProperty,T2-6,"[1201, 1231]","[1231, 1231]",,,
S0012821X12004384-1265_T75-7,S0012821X12004384-1265,T75-7,Quantity,"[1283, 1302]",,,,,g,[176],
S0012821X12004384-1265_T145-7,S0012821X12004384-1265,T145-7,MeasuredEntity,"[1306, 1320]",HasQuantity,T75-7,"[1283, 1302]","[1320, 1320]",,,
S0012821X12004384-1265_T66-8,S0012821X12004384-1265,T66-8,Quantity,"[1357, 1362]",,,,,μm,"[429, 1306]",
S0012821X12004384-1265_T106-8,S0012821X12004384-1265,T106-8,MeasuredEntity,"[1363, 1368]",HasQuantity,T66-8,"[1357, 1362]","[1368, 1368]",,,
S0012821X12004384-1284_T1-1,S0012821X12004384-1284,T1-1,Quantity,"[146, 149]",,,,,,,{'mods': ['IsCount']}
S0012821X12004384-1284_T2-1,S0012821X12004384-1284,T2-1,MeasuredEntity,"[150, 157]",HasQuantity,T1-1,"[146, 149]","[157, 157]",,,
S0012821X12004384-1284_T1-2,S0012821X12004384-1284,T1-2,Quantity,"[324, 329]",,,,,,,
